Name,Type,Year,Episodes,Genres,Synopsis,Rating,Members,Studio,Source,Theme,Demographic
Street Fighter II Movie,Movie, 1994,1,['Action'],"Get your quarters ready, because the world's top fighters are about to go head to head in this explosive animated adaptation of the classic Street Fighter II arcade game! M. Bison's plan to crush those who would oppose his organization, Shadowloo, is simple: brainwash the strongest martial artists around with his dreaded psycho power, and turn them into living weapons! To stop him, Interpol agent Chun-Li must team up with Major Guile of the United States Air Force, but that's no small feat.They'll have to put aside their differences and learn to work together, and fast. Bison is closing in on Ryu, a traveling vagabond said to be the best fighter in the world. Fortunately (or not), Ryu is a hard man to find, but the same can't be said of his eternal rival, Ken. And it might just be through Ken that Bison will get what he wants! Can the World Warriors beat Bison to the punch?(Source: Discotek)",7.17,27951,Group TAC,Game,Martial Arts,Shounen
Tokyo Underground,TV, 2002,26,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure.(Source: ANN)",6.60,27880,Pierrot,Manga,Super Power,Shounen
Zombie-Loan Specials,Special, 2008,2,"['Action', 'Horror', 'Supernatural']",The series was originally planned to be 20+ episodes but was cut short due to unknown circumstances. These specials released on the 7th DVD volume continue the story.,7.02,27872,Xebec,Manga,,Shounen
"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",ONA, 2010,1,['Comedy'],"An internet-only stand-alone special episode of Katekyo Hitman Reborn! on the Shounen-Jump website, where the main characters go to various tourist spots in Japan. It will be made available on DVD in July 2010, and extra scenes will be included.",7.55,27859,Artland,Manga,,Shounen
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie, 2010,1,['Sports'],"An organization in the future sends the specially trained Team Ogre to defeat Endou Mamoru and his team, to prevent him from influencing the world with his soccer.(Source: AniDB)",7.34,27767,OLM,,"['Super Power', 'Team Sports']",Shounen
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",OVA, 2014,1,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']","This OVA is divided into two parts. First one is about Torii Shoutarou following his younger sister on a date. Second one is about Christmas Eve, which Mitsuki, Yuuya and their friends spend at Kanzaki's house.Bundled with the limited-edition volume 7 of the manga.(Source: AniDB)",6.40,27706,Project No.9,Manga,,Shounen
One Piece: Straw Hat Theater,Special, 2006,5,"['Comedy', 'Fantasy']","Straw Hat Theater is made up of five shorts that aired alongside One Piece episodes 279 through 283 in October 2006. They are based on Oda Eiichiro's side comics that were drawn when he was given three sheets of blank paper by his editor and told to draw anything.The first short is about Chopper Man infiltrating the lair of the evil Dr. Usodabada. The second short is a news report on what food was like for the Straw Hats before Sanji joined the crew. The third short investigates the hypothetical situation of ""if the Straw Hat Pirates were Obahan, who would be the strongest?"" The fourth short is about the bosses of the Luffione, Zorocia, and Sanjino families fighting for control. In the fifth short, all of the Straw Hats are carefree monsters.",7.33,27683,Toei Animation,Manga,,Shounen
Detective Conan: Episode One - The Great Detective Turned Small,Special, 2016,1,"['Adventure', 'Comedy', 'Mystery']","The ""real"" episode 1 of Detective Conan written by the Mangaka Gosho Aoyama.",8.24,27621,TMS Entertainment,Manga,Detective,Shounen
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,TV, 2022,12,"['Comedy', 'Supernatural']","Fushihara-san spends most of her time stuck in front of her office computer, regularly toiling at overtime like a corporate slave, even after all her coworkers have gone home. Noticing her unhealthy situation, a ghost in the form of a little girl rumored to haunt the building takes it upon herself to scare Fushihara-san out of the office in order to relieve her stress. However, the ghost's overwhelming cuteness only does the opposite and instead motivates Fushihara-san to work even more. Even so, the presence of this adorable soul will only bring more positivity and happiness to Fushihara-san's life as the two spend more time together.[Written by MAL Rewrite]",7.08,27598,Project No.9,Manga,Workplace,Shounen
Captain Tsubasa J,TV, 1994,47,"['Action', 'Sports']","The first 33 episodes are a summary of the previous series. In the first new episodes a new character, Shingo Aoi, (playing in Italy) is introduced. After that the world cup begins, this time with extraordinary, new countries like Sweden, Thailand or Uzbekistan. Unfortunately the Anime ends in the middle of the world cup after the match Japan-Uzbekistan.(Source: ANN)",7.27,27591,Studio Comet,Manga,Team Sports,Shounen
Yozakura Quartet: Tsuki ni Naku,OVA, 2013,3,"['Action', 'Comedy', 'Supernatural']","""Tsuki ni Naku"" will take the story content from volume 11 of the manga, which features a visit to a onsen by the members of the Hiizumi Life Councelling Office, while the town's police force have to deal with a new youkai-hunter threat.This OVA is bundled with the limited edition of the manga (14th, 15th, and 16th).",7.47,27543,Tatsunoko Production,Manga,Super Power,Shounen
Totsukuni no Shoujo (2022),OVA, 2022,1,['Supernatural'],OVA bundled with the special edition of the manga's side story.,7.53,27521,Wit Studio,Manga,,Shounen
Kindaichi Shounen no Jikenbo,TV, 1997,148,['Mystery'],"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.[Written by MAL Rewrite]",7.95,27200,Toei Animation,Manga,,Shounen
Zoids Shinseiki/Zero,TV, 2001,26,"['Adventure', 'Comedy', 'Sci-Fi', 'Sports']","Zoids—powerful animal-shaped combat mechs—are no longer used in warfare, but in organized sporting competitions. The Blitz Team, a group of pilots struggling to carve out a niche for themselves in the Zoid battling leagues, experience a stroke of luck when Bit Cloud, a vagrant junk dealer, wanders into their midst and proves himself capable of piloting the temperamental Liger Zero, a Zoid that refuses to let anyone else into its cockpit. Led by Bit and the Liger, the Blitz Team steadily make their way to the top—but along the way they attract the unwelcome attention of the Backdraft Group, an organization of Zoid pilots that operates outside the laws set down by the Zoid Battle Commission. The Backdraft want powerful Zoids to add to their ranks, and they have their eye on the Liger Zero...",7.32,26970,Xebec,,Mecha,Shounen
Spriggan,Movie, 1998,1,"['Adventure', 'Sci-Fi']","Long before the era of prehistoric man, an advanced alien species inhabited Earth. Negligent of the power they held, these beings ultimately caused their own demise. However, the aliens left behind a warning to future civilizations on indestructible tablets: to destroy any remains of the ruinous technology created by their kind.In modern times, the ARCAM Corporation and their paramilitary unit—the Spriggans—seek to seal the relics away and prevent renegade actors from exploiting their powers. Following ARCAM's recent discovery in the Ararat Mountains of what is believed to be the mythic Noah's Ark, Spriggan Yuu Ominae has been dispatched to investigate.However, the site is ambushed by the US Machine Corps—a radical faction of the Department of Defense led by Colonel MacDougall. On the Pentagon's orders, MacDougall seeks to secure ARCAM's lead scientist and seize the artifact. Teamed up with fellow Spriggan Jean Jacquemondo, Yuu must stop MacDougall and the Machine Corps' elite soldiers from advancing on the Ark before it is too late.[Written by MAL Rewrite]",6.67,26828,Studio 4°C,Manga,Military,Shounen
Haikyuu!! (OVA),OVA, 2020,10,['Sports'],A stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's Haikyu!! manga. Anime will have 10 short episodes featuring the Karasuno team as puppets.(Source: ANN),7.83,26802,Unknown,Manga,Team Sports,Shounen
Seitokai Yakuindomo Movie 2,Movie, 2021,1,['Comedy'],(No synopsis yet.),7.79,26712,GoHands,4-koma manga,"['Gag Humor', 'School']",Shounen
One Piece: Glorious Island,Special, 2012,2,"['Action', 'Adventure', 'Fantasy']",An exclusive anime prologue to One Piece Film Z with an original story penned by manga creator Eiichiro Oda. (Source: ANN) ,7.17,26691,Toei Animation,Manga,,Shounen
Tenchi Muyou! Ryououki 2nd Season,OVA, 1994,6,"['Action', 'Comedy', 'Sci-Fi']","While the galaxy remains at peace, Tenchi Masaki continues to live on Earth with Ryouko and Washuu Hakubi, Aeka and Sasami Jurai Masaki, Mihoshi Kuramitsu, and the cat-like creature Ryo-Ohki. Though it sounds great to be surrounded by so many women, they always end up making things difficult for Tenchi by constantly fighting for his attention, and their attempts at household chores always end in disaster.Although life has become more chaotic since they moved in, Tenchi begins to form a strong bond with his roommates and gains more insight into their respective struggles and history.[Written by MAL Rewrite]",7.64,26647,AIC,Original,"['Harem', 'Space']",Shounen
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Movie, 1994,1,"['Action', 'Adventure', 'Comedy', 'Supernatural']","Millennia ago, a war was fought between the Netherworld and the Spirit World. Ultimately, the Netherworld was destroyed and Lord Yakumo, the King of the Netherworld, was banished to the depths of space. Now, five defenders from the Spirit World must team-up against Yakumo's Demon-Gods for possession of five, mystical sites. But Lord Yakumo is dangerously close to reclaiming the Power Sphere—the source of the Netherworld's energy—and once it is again in his possession, our world will become the new Netherworld.(Source: AniDB)",7.19,26594,Pierrot,Manga,"['Martial Arts', 'Mythology']",Shounen
